dbtools.py[LINE:35]# ERROR    [2018-10-01 16:26:47,262]  DB creation error: (<class 'psycopg2.ProgrammingError'>, ProgrammingError('database "garage" already exists\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:05:19,505]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:05:19,511]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., price) VALUES (\'Volkswagen\', \'Touareg\', \'2018\', \'\', \'45115...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:05:26,701]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:05:26,701]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:06:10,541]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:06:10,541]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:06:10,639]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:06:10,639]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:06:10,897]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:06:10,897]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:06:58,363]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:06:58,370]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Toyota\', \'RAV 4\', \'2018\', \'\', \'19500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:34,912]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:34,918]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., price) VALUES (\'Volkswagen\', \'Touareg\', \'2018\', \'\', \'45115...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:47,360]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:47,367]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...ce) VALUES (\'Volvo\', \'V40 Cross Country\', \'2018\', \'\', \'15016...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:48,102]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:48,103]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:48,216]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:48,217]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:48,264]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:48,264]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:48,267]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:48,267]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:07:48,298]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:07:48,298]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:13,017]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:13,018]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:41,420]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:41,427]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., price) VALUES (\'Volkswagen\', \'Touareg\', \'2018\', \'\', \'52250...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:42,759]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:42,759]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:47,789]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:47,789]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:47,943]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:47,944]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:51,862]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:51,871]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...ar, kmage, price) VALUES (\'Volvo\', \'S90\', \'2018\', \'\', \'45350...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:52,160]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:52,161]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:52,850]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:52,850]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:08:52,973]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:08:52,973]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:09:53,773]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:09:53,773]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:11:06,589]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:11:06,589]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:12:32,364]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:12:32,365]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:12:53,412]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:12:53,412]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:13:42,567]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:13:42,573]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Toyota\', \'RAV 4\', \'2018\', \'\', \'20365...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:16:55,431]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:16:55,432]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:20:12,826]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:20:12,832]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...age, price) VALUES (\'Volkswagen\', \'Polo\', \'2018\', \'\', \'87337...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:21:44,292]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:21:44,300]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...e, price) VALUES (\'Volkswagen\', \'Tiguan\', \'2018\', \'\', \'21432...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:22:26,631]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:22:26,632]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:21,793]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:21,800]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...age, price) VALUES (\'Volkswagen\', \'Polo\', \'2018\', \'\', \'87337...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:24,386]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:24,392]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Tesla\', \'Model X\', \'2018\', \'\', \'13829...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:24,394]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:24,400]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Tesla\', \'Model X\', \'2018\', \'\', \'13297...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:24,401]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:24,402]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:25,553]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:25,554]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:25,557]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:25,557]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:25,560]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:25,561]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:30,818]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:30,818]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:34,009]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:34,015]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Tesla\', \'Model S\', \'2018\', \'\', \'15881...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:34,092]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:34,093]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:23:37,085]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:23:37,086]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:24:22,045]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:24:22,051]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...age, price) VALUES (\'Volkswagen\', \'Polo\', \'2018\', \'\', \'64814...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:25:59,116]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:25:59,117]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:25:59,292]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:25:59,293]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:25:59,296]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:25:59,296]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:25:59,341]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:25:59,342]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:25:59,923]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:25:59,923]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:13,956]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:13,956]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:14,431]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:14,432]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:16,151]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:16,152]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:16,227]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:16,227]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:20,659]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:20,659]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:20,662]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:20,662]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:25,948]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:25,948]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:25,975]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:25,975]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:37,698]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:37,704]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Superb\', \'2018\', \'\', \'18229...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:26:37,707]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:26:37,713]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Superb\', \'2018\', \'\', \'16953...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:14,854]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:14,861]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'Skoda\', \'Rapid\', \'2018\', \'\', \'86073...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:14,912]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:14,919]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'Skoda\', \'Rapid\', \'2018\', \'\', \'11425...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:14,936]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:14,943]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'Skoda\', \'Rapid\', \'2018\', \'\', \'75860...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:16,131]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:16,131]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:16,134]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:16,135]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:29,967]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:29,968]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:34,744]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:34,750]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Skoda\', \'Octavia\', \'2018\', \'\', \'98500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:34,752]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:34,758]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Skoda\', \'Octavia\', \'2018\', \'\', \'90691...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:34,761]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:34,766]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Skoda\', \'Octavia\', \'2018\', \'\', \'10497...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:42,983]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:42,983]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:42,987]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:42,987]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:42,990]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:42,991]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:42,993]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:42,993]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:42,995]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:42,995]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:27:52,041]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:27:52,048]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...age, price) VALUES (\'Volkswagen\', \'Polo\', \'2018\', \'\', \'68385...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:12,471]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:12,472]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:12,992]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:12,998]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Kodiaq\', \'2018\', \'\', \'13890...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,107]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,116]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Kodiaq\', \'2018\', \'\', \'18355...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,185]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 04:28:13,191]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Skoda\', \'Kodiaq\', \'2018\', \'\', \'14553...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 04:28:13,632]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
